key	value	sameAsDB	sameAsWiki	camel	keyCamel	appendedClass
aerialway	cable_car			CableCar	Aerialway	CableCar
aerialway	gondola			Gondola	Aerialway	Gondola
aerialway	mixed_lift			MixedLift	Aerialway	MixedLift
aerialway	chair_lift			ChairLift	Aerialway	ChairLift
aerialway	drag_lift			DragLift	Aerialway	DragLift
aerialway	t-bar			T-bar	Aerialway	T-bar
aerialway	j-bar			J-bar	Aerialway	J-bar
aerialway	platter			Platter	Aerialway	Platter
aerialway	rope_tow			RopeTow	Aerialway	RopeTow
aerialway	magic_carpet			MagicCarpet	Aerialway	MagicCarpet
aerialway	zip_line			ZipLine	Aerialway	ZipLine
aerialway	goods			Goods	Aerialway	Goods
aerialway	pylon			Pylon	Aerialway	Pylon
aerialway	station			Station	Aerialway	AerialwayStation
aeroway	aerodrome			Aerodrome	Aeroway	Aerodrome
aeroway	apron			Apron	Aeroway	Apron
aeroway	gate			Gate	Aeroway	AerowayGate
aeroway	hangar			Hangar	Aeroway	AerowayHangar
aeroway	helipad			Helipad	Aeroway	Helipad
aeroway	heliport			Heliport	Aeroway	Heliport
aeroway	navigationaid			Navigationaid	Aeroway	Navigationaid
aeroway	runway			Runway	Aeroway	Runway
aeroway	spaceport			Spaceport	Aeroway	Spaceport
aeroway	taxiway			Taxiway	Aeroway	Taxiway
aeroway	terminal			Terminal	Aeroway	AerowayTerminal
aeroway	windsock			Windsock	Aeroway	Windsock
amenity	bar		Q212198	Bar	Amenity	Bar
amenity	biergarten			Biergarten	Amenity	Biergarten
amenity	cafe			Cafe	Amenity	Cafe
amenity	fast_food			FastFood	Amenity	FastFood
amenity	food_court			FoodCourt	Amenity	FoodCourt
amenity	ice_cream			IceCream	Amenity	AmenityIceCream
amenity	pub			Pub	Amenity	Pub
amenity	restaurant		Q11707	Restaurant	Amenity	Restaurant
amenity	college			College	Amenity	AmenityCollege
amenity	driving_school			DrivingSchool	Amenity	DrivingSchool
amenity	kindergarten			Kindergarten	Amenity	AmenityKindergarten
amenity	language_school			LanguageSchool	Amenity	LanguageSchool
amenity	library	Library	Q7075	Library	Amenity	Library
amenity	toy_library			ToyLibrary	Amenity	ToyLibrary
amenity	music_school			MusicSchool	Amenity	MusicSchool
amenity	school	School	Q3914	School	Amenity	AmenitySchool
amenity	university			University	Amenity	AmenityUniversity
amenity	bicycle_parking			BicycleParking	Amenity	BicycleParking
amenity	bicycle_repair_station			BicycleRepairStation	Amenity	BicycleRepairStation
amenity	bicycle_rental		Q61663696	BicycleRental	Amenity	BicycleRental
amenity	boat_rental			BoatRental	Amenity	BoatRental
amenity	boat_sharing			BoatSharing	Amenity	BoatSharing
amenity	bus_station			BusStation	Amenity	BusStation
amenity	car_rental			CarRental	Amenity	CarRental
amenity	car_sharing			CarSharing	Amenity	CarSharing
amenity	car_wash			CarWash	Amenity	CarWash
amenity	vehicle_inspection			VehicleInspection	Amenity	VehicleInspection
amenity	charging_station			ChargingStation	Amenity	ChargingStation
amenity	ferry_terminal			FerryTerminal	Amenity	FerryTerminal
amenity	fuel			Fuel	Amenity	AmenityFuel
amenity	grit_bin			GritBin	Amenity	GritBin
amenity	motorcycle_parking			MotorcycleParking	Amenity	MotorcycleParking
amenity	parking			Parking	Amenity	AmenityParking
amenity	parking_entrance			ParkingEntrance	Amenity	ParkingEntrance
amenity	parking_space			ParkingSpace	Amenity	ParkingSpace
amenity	taxi			Taxi	Amenity	Taxi
amenity	atm			Atm	Amenity	Atm
amenity	bank		Q18761864	Bank	Amenity	Bank
amenity	bureau_de_change			BureauDeChange	Amenity	BureauDeChange
amenity	baby_hatch			BabyHatch	Amenity	BabyHatch
amenity	clinic			Clinic	Amenity	Clinic
amenity	dentist			Dentist	Amenity	Dentist
amenity	doctors			Doctors	Amenity	Doctors
amenity	hospital			Hospital	Amenity	AmenityHospital
amenity	nursing_home			NursingHome	Amenity	NursingHome
amenity	pharmacy			Pharmacy	Amenity	Pharmacy
amenity	social_facility			SocialFacility	Amenity	SocialFacility
amenity	veterinary			Veterinary	Amenity	Veterinary
amenity	arts_centre			ArtsCentre	Amenity	ArtsCentre
amenity	brothel			Brothel	Amenity	Brothel
amenity	casino			Casino	Amenity	Casino
amenity	cinema		Q41253	Cinema	Amenity	Cinema
amenity	community_centre			CommunityCentre	Amenity	CommunityCentre
amenity	conference_centre			ConferenceCentre	Amenity	ConferenceCentre
amenity	events_venue			EventsVenue	Amenity	EventsVenue
amenity	fountain		Q483453	Fountain	Amenity	Fountain
amenity	gambling			Gambling	Amenity	Gambling
amenity	love_hotel			LoveHotel	Amenity	LoveHotel
amenity	nightclub			Nightclub	Amenity	Nightclub
amenity	planetarium			Planetarium	Amenity	Planetarium
amenity	public_bookcase			PublicBookcase	Amenity	PublicBookcase
amenity	social_centre			SocialCentre	Amenity	SocialCentre
amenity	stripclub			Stripclub	Amenity	Stripclub
amenity	studio			Studio	Amenity	Studio
amenity	swingerclub			Swingerclub	Amenity	Swingerclub
amenity	theatre		Q11635	Theatre	Amenity	Theatre
amenity	courthouse			Courthouse	Amenity	Courthouse
amenity	embassy			Embassy	Amenity	Embassy
amenity	fire_station			FireStation	Amenity	AmenityFireStation
amenity	police		Q861951	Police	Amenity	Police
amenity	post_box			PostBox	Amenity	PostBox
amenity	post_depot			PostDepot	Amenity	PostDepot
amenity	post_office			PostOffice	Amenity	PostOffice
amenity	prison			Prison	Amenity	Prison
amenity	ranger_station			RangerStation	Amenity	RangerStation
amenity	townhall			Townhall	Amenity	Townhall
amenity	bbq			Bbq	Amenity	Bbq
amenity	bench			Bench	Amenity	Bench
amenity	dog_toilet			DogToilet	Amenity	DogToilet
amenity	drinking_water			DrinkingWater	Amenity	AmenityDrinkingWater
amenity	give_box			GiveBox	Amenity	GiveBox
amenity	shelter			Shelter	Amenity	Shelter
amenity	shower			Shower	Amenity	Shower
amenity	telephone			Telephone	Amenity	Telephone
amenity	toilets			Toilets	Amenity	AmenityToilets
amenity	water_point			WaterPoint	Amenity	AmenityWaterPoint
amenity	watering_place			WateringPlace	Amenity	WateringPlace
amenity	sanitary_dump_station			SanitaryDumpStation	Amenity	SanitaryDumpStation
amenity	recycling			Recycling	Amenity	Recycling
amenity	waste_basket			WasteBasket	Amenity	WasteBasket
amenity	waste_disposal			WasteDisposal	Amenity	WasteDisposal
amenity	waste_transfer_station			WasteTransferStation	Amenity	WasteTransferStation
amenity	animal_boarding			AnimalBoarding	Amenity	AnimalBoarding
amenity	animal_breeding			AnimalBreeding	Amenity	AnimalBreeding
amenity	animal_shelter			AnimalShelter	Amenity	AnimalShelter
amenity	baking_oven			BakingOven	Amenity	BakingOven
amenity	childcare			Childcare	Amenity	Childcare
amenity	clock			Clock	Amenity	Clock
amenity	crematorium			Crematorium	Amenity	Crematorium
amenity	dive_centre			DiveCentre	Amenity	DiveCentre
amenity	funeral_hall			FuneralHall	Amenity	FuneralHall
amenity	grave_yard			GraveYard	Amenity	GraveYard
amenity	hunting_stand			HuntingStand	Amenity	HuntingStand
amenity	internet_cafe			InternetCafe	Amenity	InternetCafe
amenity	kitchen			Kitchen	Amenity	AmenityKitchen
amenity	kneipp_water_cure			KneippWaterCure	Amenity	KneippWaterCure
amenity	lounger			Lounger	Amenity	Lounger
amenity	marketplace			Marketplace	Amenity	Marketplace
amenity	monastery			Monastery	Amenity	AmenityMonastery
amenity	photo_booth			PhotoBooth	Amenity	PhotoBooth
amenity	place_of_mourning			PlaceOfMourning	Amenity	PlaceOfMourning
amenity	place_of_worship			PlaceOfWorship	Amenity	PlaceOfWorship
amenity	public_bath			PublicBath	Amenity	PublicBath
amenity	refugee_site			RefugeeSite	Amenity	RefugeeSite
amenity	vending_machine			VendingMachine	Amenity	VendingMachine
barrier	cable_barrier			CableBarrier	Barrier	CableBarrier
barrier	city_wall			CityWall	Barrier	CityWall
barrier	ditch			Ditch	Barrier	BarrierDitch
barrier	fence			Fence	Barrier	Fence
barrier	guard_rail			GuardRail	Barrier	GuardRail
barrier	handrail			Handrail	Barrier	Handrail
barrier	hedge			Hedge	Barrier	Hedge
barrier	kerb			Kerb	Barrier	Kerb
barrier	retaining_wall			RetainingWall	Barrier	RetainingWall
barrier	wall			Wall	Barrier	Wall
barrier	block			Block	Barrier	Block
barrier	bollard			Bollard	Barrier	Bollard
barrier	border_control			BorderControl	Barrier	BorderControl
barrier	bump_gate			BumpGate	Barrier	BumpGate
barrier	bus_trap			BusTrap	Barrier	BusTrap
barrier	cattle_grid			CattleGrid	Barrier	CattleGrid
barrier	chain			Chain	Barrier	Chain
barrier	cycle_barrier			CycleBarrier	Barrier	CycleBarrier
barrier	debris			Debris	Barrier	Debris
barrier	entrance			Entrance	Barrier	Entrance
barrier	full-height_turnstile			Full-heightTurnstile	Barrier	Full-heightTurnstile
barrier	gate			Gate	Barrier	BarrierGate
barrier	hampshire_gate			HampshireGate	Barrier	HampshireGate
barrier	height_restrictor			HeightRestrictor	Barrier	HeightRestrictor
barrier	horse_stile			HorseStile	Barrier	HorseStile
barrier	jersey_barrier			JerseyBarrier	Barrier	JerseyBarrier
barrier	kissing_gate			KissingGate	Barrier	KissingGate
barrier	lift_gate			LiftGate	Barrier	LiftGate
barrier	log			Log	Barrier	Log
barrier	motorcycle_barrier			MotorcycleBarrier	Barrier	MotorcycleBarrier
barrier	rope			Rope	Barrier	Rope
barrier	sally_port			SallyPort	Barrier	SallyPort
barrier	spikes			Spikes	Barrier	Spikes
barrier	stile			Stile	Barrier	Stile
barrier	sump_buster			SumpBuster	Barrier	SumpBuster
barrier	swing_gate			SwingGate	Barrier	SwingGate
barrier	toll_booth			TollBooth	Barrier	TollBooth
barrier	turnstile			Turnstile	Barrier	Turnstile
boundary	aboriginal_lands			AboriginalLands	Boundary	AboriginalLands
boundary	administrative			Administrative	Boundary	Administrative
boundary	hazard			Hazard	Boundary	Hazard
boundary	maritime			Maritime	Boundary	Maritime
boundary	marker			Marker	Boundary	Marker
boundary	national_park			NationalPark	Boundary	NationalPark
boundary	political			Political	Boundary	Political
boundary	postal_code			PostalCode	Boundary	PostalCode
boundary	protected_area			ProtectedArea	Boundary	ProtectedArea
boundary	special_economic_zone			SpecialEconomicZone	Boundary	SpecialEconomicZone
building	apartments			Apartments	Building	Apartments
building	bungalow			Bungalow	Building	Bungalow
building	cabin			Cabin	Building	Cabin
building	detached			Detached	Building	Detached
building	dormitory			Dormitory	Building	Dormitory
building	farm			Farm	Building	BuildingFarm
building	ger			Ger	Building	Ger
building	hotel		Q27686	Hotel	Building	BuildingHotel
building	house			House	Building	House
building	houseboat			Houseboat	Building	Houseboat
building	residential			Residential	Building	BuildingResidential
building	semidetached_house			SemidetachedHouse	Building	SemidetachedHouse
building	static_caravan			StaticCaravan	Building	StaticCaravan
building	terrace			Terrace	Building	Terrace
building	commercial			Commercial	Building	BuildingCommercial
building	industrial			Industrial	Building	BuildingIndustrial
building	kiosk			Kiosk	Building	BuildingKiosk
building	office			Office	Building	BuildingOffice
building	retail			Retail	Building	BuildingRetail
building	supermarket			Supermarket	Building	BuildingSupermarket
building	warehouse			Warehouse	Building	Warehouse
building	cathedral			Cathedral	Building	Cathedral
building	chapel			Chapel	Building	Chapel
building	church		Q16970	Church	Building	BuildingChurch
building	monastery			Monastery	Building	BuildingMonastery
building	mosque			Mosque	Building	Mosque
building	presbytery			Presbytery	Building	Presbytery
building	religious			Religious	Building	BuildingReligious
building	shrine			Shrine	Building	Shrine
building	synagogue			Synagogue	Building	Synagogue
building	temple			Temple	Building	Temple
building	bakehouse			Bakehouse	Building	Bakehouse
building	civic			Civic	Building	Civic
building	fire_station			FireStation	Building	BuildingFireStation
building	government			Government	Building	BuildingGovernment
building	hospital			Hospital	Building	BuildingHospital
building	public			Public	Building	Public
building	toilets			Toilets	Building	BuildingToilets
building	train_station			TrainStation	Building	TrainStation
building	transportation			Transportation	Building	Transportation
building	kindergarten			Kindergarten	Building	BuildingKindergarten
building	school	School	Q3914	School	Building	BuildingSchool
building	university			University	Building	BuildingUniversity
building	college			College	Building	BuildingCollege
building	barn			Barn	Building	Barn
building	conservatory			Conservatory	Building	Conservatory
building	cowshed			Cowshed	Building	Cowshed
building	farm_auxiliary			FarmAuxiliary	Building	FarmAuxiliary
building	greenhouse			Greenhouse	Building	Greenhouse
building	slurry_tank			SlurryTank	Building	SlurryTank
building	stable			Stable	Building	Stable
building	sty			Sty	Building	Sty
building	grandstand			Grandstand	Building	Grandstand
building	pavilion			Pavilion	Building	Pavilion
building	riding_hall			RidingHall	Building	RidingHall
building	sports_hall			SportsHall	Building	SportsHall
building	stadium			Stadium	Building	BuildingStadium
building	hangar			Hangar	Building	BuildingHangar
building	hut			Hut	Building	Hut
building	shed			Shed	Building	Shed
building	carport			Carport	Building	Carport
building	garage			Garage	Building	Garage
building	garages			Garages	Building	BuildingGarages
building	parking			Parking	Building	BuildingParking
building	digester			Digester	Building	Digester
building	service			Service	Building	BuildingService
building	transformer_tower			TransformerTower	Building	TransformerTower
building	water_tower			WaterTower	Building	BuildingWaterTower
building	military			Military	Building	BuildingMilitary
building	bunker			Bunker	Building	BuildingBunker
building	bridge			Bridge	Building	BuildingBridge
building	construction			Construction	Building	BuildingConstruction
building	container			Container	Building	Container
building	marquee			Marquee	Building	Marquee
building	gatehouse			Gatehouse	Building	Gatehouse
building	roof			Roof	Building	Roof
building	ruins		Q17715832	Ruins	Building	BuildingRuins
building	tree_house			TreeHouse	Building	TreeHouse
craft	agricultural_engines			AgriculturalEngines	Craft	AgriculturalEngines
craft	atelier			Atelier	Craft	Atelier
craft	bakery			Bakery	Craft	CraftBakery
craft	basket_maker			BasketMaker	Craft	BasketMaker
craft	beekeeper			Beekeeper	Craft	Beekeeper
craft	blacksmith			Blacksmith	Craft	Blacksmith
craft	boatbuilder			Boatbuilder	Craft	Boatbuilder
craft	bookbinder			Bookbinder	Craft	Bookbinder
craft	brewery			Brewery	Craft	Brewery
craft	builder			Builder	Craft	Builder
craft	cabinet_maker			CabinetMaker	Craft	CabinetMaker
craft	car_painter			CarPainter	Craft	CarPainter
craft	carpenter			Carpenter	Craft	Carpenter
craft	carpet_layer			CarpetLayer	Craft	CarpetLayer
craft	caterer			Caterer	Craft	Caterer
craft	chimney_sweeper			ChimneySweeper	Craft	ChimneySweeper
craft	clockmaker			Clockmaker	Craft	Clockmaker
craft	confectionery			Confectionery	Craft	CraftConfectionery
craft	cooper			Cooper	Craft	Cooper
craft	dental_technician			DentalTechnician	Craft	DentalTechnician
craft	distillery			Distillery	Craft	Distillery
craft	door_construction			DoorConstruction	Craft	DoorConstruction
craft	dressmaker			Dressmaker	Craft	Dressmaker
craft	electronics_repair			ElectronicsRepair	Craft	ElectronicsRepair
craft	embroiderer			Embroiderer	Craft	Embroiderer
craft	electrician			Electrician	Craft	Electrician
craft	engraver			Engraver	Craft	Engraver
craft	floorer			Floorer	Craft	Floorer
craft	gardener			Gardener	Craft	Gardener
craft	glaziery			Glaziery	Craft	CraftGlaziery
craft	goldsmith			Goldsmith	Craft	Goldsmith
craft	grinding_mill			GrindingMill	Craft	GrindingMill
craft	handicraft			Handicraft	Craft	Handicraft
craft	hvac			Hvac	Craft	Hvac
craft	insulation			Insulation	Craft	Insulation
craft	interior_work			InteriorWork	Craft	InteriorWork
craft	jeweller			Jeweller	Craft	Jeweller
craft	joiner			Joiner	Craft	Joiner
craft	key_cutter			KeyCutter	Craft	KeyCutter
craft	locksmith			Locksmith	Craft	CraftLocksmith
craft	metal_construction			MetalConstruction	Craft	MetalConstruction
craft	mint			Mint	Craft	Mint
craft	musical_instrument			MusicalInstrument	Craft	CraftMusicalInstrument
craft	oil_mill			OilMill	Craft	OilMill
craft	optician			Optician	Craft	CraftOptician
craft	organ_builder			OrganBuilder	Craft	OrganBuilder
craft	painter			Painter	Craft	Painter
craft	parquet_layer			ParquetLayer	Craft	ParquetLayer
craft	paver			Paver	Craft	Paver
craft	photographer			Photographer	Craft	Photographer
craft	photographic_laboratory			PhotographicLaboratory	Craft	PhotographicLaboratory
craft	piano_tuner			PianoTuner	Craft	PianoTuner
craft	plasterer			Plasterer	Craft	Plasterer
craft	plumber			Plumber	Craft	Plumber
craft	pottery			Pottery	Craft	Pottery
craft	printer			Printer	Craft	Printer
craft	printmaker			Printmaker	Craft	Printmaker
craft	rigger			Rigger	Craft	Rigger
craft	roofer			Roofer	Craft	Roofer
craft	saddler			Saddler	Craft	Saddler
craft	sailmaker			Sailmaker	Craft	Sailmaker
craft	sawmill			Sawmill	Craft	Sawmill
craft	scaffolder			Scaffolder	Craft	Scaffolder
craft	sculptor			Sculptor	Craft	Sculptor
craft	shoemaker			Shoemaker	Craft	Shoemaker
craft	signmaker			Signmaker	Craft	Signmaker
craft	stand_builder			StandBuilder	Craft	StandBuilder
craft	stonemason			Stonemason	Craft	Stonemason
craft	stove_fitter			StoveFitter	Craft	StoveFitter
craft	sun_protection			SunProtection	Craft	SunProtection
craft	tailor			Tailor	Craft	CraftTailor
craft	tiler			Tiler	Craft	Tiler
craft	tinsmith			Tinsmith	Craft	Tinsmith
craft	toolmaker			Toolmaker	Craft	Toolmaker
craft	turner			Turner	Craft	Turner
craft	upholsterer			Upholsterer	Craft	Upholsterer
craft	watchmaker			Watchmaker	Craft	Watchmaker
craft	water_well_drilling			WaterWellDrilling	Craft	WaterWellDrilling
craft	window_construction			WindowConstruction	Craft	WindowConstruction
craft	winery			Winery	Craft	Winery
emergency	ambulance_station			AmbulanceStation	Emergency	AmbulanceStation
emergency	defibrillator			Defibrillator	Emergency	Defibrillator
emergency	landing_site			LandingSite	Emergency	LandingSite
emergency	emergency_ward_entrance			EmergencyWardEntrance	Emergency	EmergencyWardEntrance
emergency	dry_riser_inlet			DryRiserInlet	Emergency	DryRiserInlet
emergency	fire_alarm_box			FireAlarmBox	Emergency	FireAlarmBox
emergency	fire_extinguisher			FireExtinguisher	Emergency	FireExtinguisher
emergency	fire_hose			FireHose	Emergency	FireHose
emergency	fire_hydrant			FireHydrant	Emergency	FireHydrant
emergency	water_tank			WaterTank	Emergency	WaterTank
emergency	suction_point			SuctionPoint	Emergency	SuctionPoint
